x,y,vx,vy,bandwidth,latency,slice_type,time
-4335.677123853414,3813.896407577496,1.2078842575499027,3.337599224305392,1,100,1,0
-869.2889050515173,3492.108381111089,0.23229663983987736,4.841112180862996,7,2,2,0
-1610.9459555065941,-257.11207813165385,0.783908998621401,0.6098263063417242,5,63,1,0
-1864.3926748242122,-4404.885199976883,3.704053895159114,-1.786288220675113,53,22,0,0
-3772.172039119804,-2967.851808905113,2.501591213309543,-0.7830977135658734,20,1,2,0
-2578.5417315691493,1015.6691598320056,-1.3934691247098263,-0.27582455161382247,67,50,0,0
4811.790981911226,-4658.035097703879,-4.098254749900709,1.2268349440597381,54,47,0,0
2111.3678278468383,3832.3162470190496,-1.2425361442148086,1.5744756227423384,55,47,0,0
3550.670247810257,-4185.705144520194,0.9752243895501511,-0.6842573985035372,60,31,0,0
-2927.0948493912883,-1718.318812991656,1.0720987911855917,-0.8214996681129672,3,66,1,0
3786.431054367121,-4714.521287778797,-1.935755029644567,-3.477006246408333,4,99,1,0
4226.686834804573,-360.9992316346566,0.08434684032077588,-1.762297146494588,94,45,0,0
323.43310651371525,-908.4287523295343,-4.441074064424484,-1.9458723431640101,15,4,2,0
3193.1277372882973,-1234.54714766828,2.167217871848984,-4.422691409128684,11,4,2,0
4222.930692320959,4668.233329099493,-4.238271833275363,0.2327425851062681,13,3,2,0
-2698.032056937205,2549.884745628902,-1.3257291190989995,4.219521965998095,12,9,2,0
-3078.850808609147,1242.96317807427,-1.9976093246269444,2.8484281225179653,2,84,1,0
3824.3929836914313,1503.5826152901466,-4.489464839488092,-0.7659201876765687,76,16,0,0
-4162.117944710485,2623.6615279432585,0.7171784250718649,2.25682893832568,5,53,1,0
4716.171910902006,-3372.0360610026123,2.216109589772431,2.748389969844356,98,43,0,0
-3715.02241035383,-690.9499627014549,-0.15816551332137663,3.21041195491087,7,5,2,0
-916.1867243257537,-475.27347786766484,-0.32670242574099784,-2.8336582666182863,68,36,0,0
166.1500566276508,-4737.949150627039,-2.9211015493891446,-1.367388987241771,10,10,2,0
-2662.7057072816838,-4779.244841814365,-4.757850440066836,-3.199944045638614,2,70,1,0
4149.252340408555,4893.705418411038,1.779527519361187,-3.2882694023345294,18,3,2,0
2448.0182131221527,-635.2445321557143,-4.563404079640919,4.843731240673326,15,2,2,0
-258.91795826421094,1784.8146152592226,1.4690167757657535,0.42619034280562573,62,48,0,0
-1680.6500863473973,3273.1277747018285,1.9155401157610097,4.491103932024732,3,56,1,0
343.6110692042649,-2208.306180203201,2.1638700163199234,3.2915219786628027,1,71,1,0
3357.9384128501065,-489.3658127831224,4.494110026294943,-4.469286186601325,72,10,0,0
537.4195490345135,-3223.764783125479,-2.30488939177659,-4.846804797546217,2,88,1,0
362.0278398069499,-3034.579489024417,1.2594838550424037,0.256037169817126,59,36,0,0
-3121.320777979882,1072.2898255169089,3.3897889277145077,-1.0496194573366513,10,3,2,0
-2053.389199509159,-113.42912232669478,-4.102161980832423,0.32674799800337606,13,7,2,0
4667.32552877069,4583.5769747719505,-4.636475940214726,0.7133266481932443,9,2,2,0
-1087.9040396049932,3444.1911594047415,-3.23614602153755,2.823673081729967,18,3,2,0
1435.7495313545364,3297.9381612336,4.456114297327915,4.0775255477406525,4,65,1,0
-3823.123986061753,-4106.903419307175,3.311026741989841,-2.9080297618982573,79,39,0,0
-4184.344049834665,-483.10092732126606,-0.5016402290427058,-4.400568798703977,71,17,0,0
1694.838101745181,4592.5682855592195,-0.14361319802381867,-2.878628155580607,20,1,2,0
-2970.843392684015,-644.0588818620685,-3.6890845827782304,3.7662637322027748,54,37,0,0
-761.6845512839199,1652.2808693590619,-2.3915765476423023,3.061179439340307,3,50,1,0
3509.3541059026325,-4807.687410831249,-4.0890399730485205,4.320293551243805,92,25,0,0
-2848.4034501759656,1985.5989822471265,-4.321494345296669,-2.841813692559775,60,19,0,0
-1006.2677518562213,-881.6006470813098,2.8712955408501575,-0.991772688262681,15,7,2,0
-2091.7854078044084,4103.641112472875,1.0251919416812127,-1.8818506655780098,15,2,2,0
-2343.887207523163,1698.480223483818,4.934526282862482,4.140347314651944,79,42,0,0
990.8668473752957,2855.6386210735473,-4.540533659632233,-4.8228524914795905,79,15,0,0
-1061.152009942894,-3677.08008986402,1.8673961877472245,-2.8801141969850494,17,8,2,0
-40.28584802357571,-1586.4141561636657,-4.97383229880164,3.7085623035605098,20,4,2,0
-722.8034873051726,-3649.8377058333085,4.9183135084082865,3.079509460228077,87,24,0,0
-3149.5879810287884,3461.201317325283,1.0310599861476843,1.775182069013388,1,78,1,0
4216.731793225873,4234.49424429618,-1.9519060149450007,-4.087213259876005,1,80,1,0
4532.211031336723,4517.226250436176,-3.7824958588167688,0.7273187776108725,58,33,0,0
3475.061824011033,-2181.336615905364,-0.850714865927934,-1.6702371504321734,11,5,2,0
-3217.8657057807604,2201.5832652637546,4.283451725931133,2.4290999887037232,20,9,2,0
4117.9566835757205,2105.8673262088932,-3.4961477406296404,2.2791423763394523,8,6,2,0
-2198.540076943308,2719.415584177818,-0.36348276248691525,-3.086493999499351,15,7,2,0
3447.151136048845,3399.687874431625,-4.1844869041361585,2.590183124019163,68,18,0,0
4135.553652729615,1271.8977440304436,0.36003422389925155,-4.809441158180538,3,64,1,0
-3441.274189705139,-4462.229236083312,-4.473629436414579,-2.764520922444592,11,9,2,0
1024.8270473455257,4012.461327248007,-2.683308695626497,-4.035512017376482,2,82,1,0
107.40219035305087,3487.1748897247066,4.56113391175897,4.86714847767314,2,67,1,0
3438.987961626235,3372.0038903791938,0.02440901567078213,4.550084397042699,74,24,0,0
3563.7996997315836,1525.9640422875786,4.550067998249354,-4.450376782755346,80,50,0,0
-2306.2597208354805,-1052.2885244138636,2.9091087581330175,-4.874270911542293,78,39,0,0
4465.7294474772525,502.5521612312689,1.8503703390944737,-3.240265929449494,13,3,2,0
2626.0952454669305,4670.793722008108,4.77510025110637,2.5358409929633763,8,7,2,0
2923.894877639178,3847.764853135811,-0.07156190438830534,2.1334620183610022,3,95,1,0
-1181.3035732265641,4651.006329017746,0.5062005074349507,3.0912608535479293,19,3,2,0
-3438.1282354236687,3489.2688472987397,-1.8413781333292545,0.2404524824212062,4,50,1,0
510.50270761074046,-2294.956073131825,2.133413876774064,-3.5735556945502944,15,6,2,0
-1587.734155683731,-330.416084923032,-2.561181655121536,4.853652776488223,71,14,0,0
-3811.974738875753,32.46869186470991,3.8512794976410802,-2.193129644248213,3,56,1,0
-1606.918595964759,-4357.198087697772,4.893741981372091,2.6965731857858177,5,2,2,0
-4433.948373357139,-396.66388008560926,2.450883774560678,2.9458371170099684,20,6,2,0
3298.8394121928354,680.9008604934407,-0.18906716003964874,-0.8868227124355732,5,68,1,0
2153.340269840065,-4078.5831932487395,-0.22367161729210938,-3.1910731324327504,15,10,2,0
-3150.829546277488,-711.6860614213127,0.3215469870250487,-2.5402665584528448,4,63,1,0
4984.206530981097,4629.655192664786,4.417108158712818,-3.678117465644166,94,23,0,0
-3455.834381309102,3174.2824277838167,2.4120143603408217,4.855546314235051,14,8,2,0
-3935.550320807598,47.750048010103406,-4.074304777665462,-0.15623885350992905,72,24,0,0
754.0980045778434,-4611.150614777764,0.20040969634753658,1.9459659236475668,15,3,2,0
-1298.4556450510477,-3065.3261574511703,-3.7092906317717267,-1.3419914579277303,3,66,1,0
1978.5988767779838,3572.195788275784,-3.1562206351485953,-0.7889325787707702,4,68,1,0
4996.571632763647,-868.4590745951415,-2.465930445594775,-2.4589995372616933,97,11,0,0
4175.978393008713,1932.8669548863652,-1.653700816141791,2.6362364393455495,1,98,1,0
-4744.679513836881,-3866.2780477815318,-2.9772524853448945,0.13360294272222406,5,51,1,0
1959.937479096584,-805.7454203076386,-1.9565057900196203,3.7229430538200834,2,62,1,0
-2202.3591643315654,855.2735109228171,3.222220536415165,-0.9153898228458446,1,89,1,0
-3502.845372906942,-147.21209385820222,2.8608343711577158,2.367870075645071,3,61,1,0
-2224.8840881782016,1027.2728393762497,1.0366816970265536,3.5659658524172766,3,55,1,0
-4423.602760771643,-4007.1538986715273,1.1097803476072854,-4.635192300787571,16,8,2,0
353.25571557940583,2103.489551683102,-1.442442712791564,4.038278008557057,17,4,2,0
4955.575499793028,4190.0124170427125,-4.729863553319015,0.5888908255160286,95,25,0,0
